id , 5BZCAT Name , Source Classification , R.A. (J2000) , Dec. (J2000) , Redshift , Redshift Flag , 1.4 GHz (0.843 MHz) Flux Density (mJy) , 143 GHz Flux Density (mJy) , Optical Magnitude (mag) , 0.1-2.4 keV Flux (10-12 erg cm-2 s-1) , 1-100 GeV Flux (ph cm-2 s-1)
1828 , 5BZGJ1204-0710 , BL Lac-galaxy dominated , 181.06942 , -7.16914 , 0.184 ,  , 169 ,  , 14.6 , 1 , 8e-10
1829 , 5BZQJ1204-5055 , QSO RLoud flat radio sp. , 181.24546 , -50.93239 , 1.083 ,  , 50 ,  , 19.9 ,  , 
1830 , 5BZQJ1205-2634 , QSO RLoud flat radio sp. , 181.38837 , -26.56792 , 0.789 ,  , 1654 ,  , 19.3 , 0.63 , 8e-10
1831 , 5BZQJ1205+0053 , QSO RLoud flat radio sp. , 181.45204 , 0.89553 , 0.932 ,  , 118 ,  , 18.9 ,  , 
1832 , 5BZQJ1206+2822 , QSO RLoud flat radio sp. , 181.58187 , 28.38183 , 1.507 ,  , 38 ,  , 18.9 , 0.13 , 
1833 , 5BZBJ1206+0529 , BL Lac , 181.74179 , 5.49783 ,  ,  , 468 ,  , 19.7 ,  , 
1834 , 5BZBJ1207+1715 , BL Lac , 181.79154 , 17.26369 ,  ,  , 14 ,  , 19.2 ,  , 
1835 , 5BZBJ1207-1746 , BL Lac Candidate , 181.79792 , -17.76833 ,  ,  , 4 ,  , 19.6 , 2.84 , 
1836 , 5BZQJ1207+1211 , QSO RLoud flat radio sp. , 181.80258 , 12.19606 , 0.892 ,  , 188 ,  , 18.8 ,  , 
1837 , 5BZQJ1207+2754 , QSO RLoud flat radio sp. , 181.86625 , 27.91633 , 2.18 ,  , 590 ,  , 18.8 , 0.26 , 
1838 , 5BZQJ1207-0106 , QSO RLoud flat radio sp. , 181.92367 , -1.11019 , 1.006 ,  , 133 ,  , 19.1 ,  , 
1839 , 5BZBJ1208+3015 , BL Lac , 182.018 , 30.264 ,  ,  , 36 ,  , 22.1 ,  , 
1840 , 5BZBJ1208-2937 , BL Lac , 182.07504 , -29.63331 , 0.249 ,  , 6 ,  , 18.1 , 1.31 , 
1841 , 5BZUJ1208+6121 , Blazar Uncertain type , 182.15463 , 61.35181 , 0.275 ,  , 182 ,  , 17.6 , 0.38 , 
1842 , 5BZBJ1208+1159 , BL Lac , 182.15529 , 11.99383 , 0.369 ,  , 72 ,  , 18.1 ,  , 
1843 , 5BZQJ1208+5441 , QSO RLoud flat radio sp. , 182.22604 , 54.69947 , 1.343 ,  , 302 , 377 , 18.8 ,  , 1.8e-9
1844 , 5BZQJ1209-2406 , QSO RLoud flat radio sp. , 182.26021 , -24.10578 , 1.299 ,  , 561 ,  , 16.7 ,  , 
1845 , 5BZBJ1209-2032 , BL Lac , 182.31087 , -20.54417 , 0.404 ,  , 354 ,  , 18.8 ,  , 
1846 , 5BZBJ1209+4119 , BL Lac , 182.34496 , 41.32817 ,  ,  , 274 ,  , 17.6 , 0.7 , 4e-10
1847 , 5BZQJ1209-4016 , QSO RLoud flat radio sp. , 182.39683 , -40.27031 , 0.966 ,  , 541 ,  , 16.9 , 0.43 , 
1848 , 5BZBJ1209+0210 , BL Lac , 182.40967 , 2.17144 ,  ,  , 5 ,  , 19.2 , 0.74 , 
1849 , 5BZQJ1209+2547 , QSO RLoud flat radio sp. , 182.43788 , 25.78436 , 1.435 ,  , 401 ,  , 19.2 , 0.31 , 
1850 , 5BZQJ1209+1810 , QSO RLoud flat radio sp. , 182.46567 , 18.16856 , 0.846 ,  , 73 ,  , 18.6 ,  , 4e-10
1851 , 5BZGJ1210+0223 , BL Lac-galaxy dominated , 182.57379 , 2.39544 , 0.383 ,  , 79 ,  , 18 , 0.47 , 
1852 , 5BZBJ1210+3929 , BL Lac , 182.61113 , 39.48583 , 0.617 ,  , 19 ,  , 19.4 , 2.47 , 
1853 , 5BZBJ1211+3900 , BL Lac , 182.89267 , 39.01494 , 0.602 ,  ?  , 11 ,  , 21 , 0.21 , 
1854 , 5BZBJ1211+2242 , BL Lac , 182.9945 , 22.709 , 0.453 ,  ?  , 20 ,  , 18.6 , 4.25 , 
1855 , 5BZBJ1213+5129 , BL Lac , 183.25363 , 51.49331 ,  ,  , 36 ,  , 18.5 , 0.97 , 
1856 , 5BZBJ1213-1003 , BL Lac , 183.34558 , -10.05703 ,  ,  , 338 ,  , 19 ,  , 
1857 , 5BZBJ1213-2618 , BL Lac , 183.34583 , -26.30194 , 0.278 ,  , 7 ,  , 17.6 , 3.8 , 5e-10
1858 , 5BZQJ1213+1307 , QSO RLoud flat radio sp. , 183.384 , 13.12239 , 1.139 ,  , 1344 ,  , 18 , 0.11 , 5e-10
1859 , 5BZQJ1213+0001 , QSO RLoud flat radio sp. , 183.44808 , 0.025 , 0.961 ,  , 110 ,  , 17.9 , 0.35 , 
1860 , 5BZBJ1213+6425 , BL Lac , 183.45338 , 64.42225 ,  ,  , 10 ,  , 19.1 ,  , 
1861 , 5BZQJ1214+0829 , QSO RLoud flat radio sp. , 183.74962 , 8.48958 , 2.359 ,  , 231 ,  , 20.2 ,  , 
1862 , 5BZBJ1215+5002 , BL Lac , 183.75325 , 50.03767 ,  ,  , 86 ,  , 17.4 ,  , 5e-10
1863 , 5BZQJ1215+1654 , QSO RLoud flat radio sp. , 183.76654 , 16.91053 , 1.132 ,  , 298 ,  , 20.1 , 0.41 , 5e-10
1864 , 5BZBJ1215+3508 , BL Lac , 183.78688 , 35.13706 , 0.882 ,  ?  , 83 ,  , 20.5 ,  , 
1865 , 5BZQJ1215+4627 , QSO RLoud flat radio sp. , 183.79146 , 46.45419 , 0.72 ,  , 272 ,  , 17.4 , 0.68 , 
1866 , 5BZGJ1215+0732 , BL Lac-galaxy dominated , 183.79575 , 7.53464 , 0.136 ,  , 137 ,  , 16.4 , 3.27 , 
1867 , 5BZQJ1215+6422 , QSO RLoud flat radio sp. , 183.95379 , 64.37458 , 3.233 ,  , 65 ,  , 18.6 , 0.22 , 
1868 , 5BZQJ1215+3448 , QSO RLoud flat radio sp. , 183.98167 , 34.80422 , 0.857 ,  , 1507 , 295 , 20.4 ,  , 
1869 , 5BZBJ1216-0243 , BL Lac Candidate , 184.01362 , -2.71825 , 0.359 ,  , 11 ,  , 17.2 , 1.15 , 
1870 , 5BZGJ1216+0929 , BL Lac-galaxy dominated , 184.02592 , 9.48594 , 0.094 ,  , 144 ,  , 15.4 , 1.02 , 
1871 , 5BZQJ1216-1033 , QSO RLoud flat radio sp. , 184.10167 , -10.55433 , 0.636 ,  ?  , 306 ,  , 19.6 ,  , 
1872 , 5BZBJ1216+0541 , BL Lac , 184.20829 , 5.69353 ,  ,  , 56 ,  , 19.8 , 0.29 , 
1873 , 5BZQJ1217+2925 , QSO RLoud flat radio sp. , 184.28438 , 29.42597 , 0.974 ,  , 67 ,  , 19.2 , 0.19 , 
1874 , 5BZQJ1217+5835 , QSO RLoud flat radio sp. , 184.29588 , 58.59061 , 2.55 ,  , 455 ,  , 19.1 ,  , 
1875 , 5BZQJ1217+3305 , QSO RLoud flat radio sp. , 184.38558 , 33.094 , 2.606 ,  , 194 ,  , 18.3 , 0.06 , 
1876 , 5BZQJ1217+5155 , QSO RLoud flat radio sp. , 184.40271 , 51.9195 , 2.224 ,  , 85 ,  , 17.4 ,  , 
1877 , 5BZBJ1217+3007 , BL Lac , 184.467 , 30.11683 , 0.13 ,  ?  , 573 ,  , 15.3 , 24.9 , 5.5e-9
1878 , 5BZBJ1217-0029 , BL Lac , 184.49471 , -0.49619 , 0.419 ,  , 453 ,  , 17.7 ,  , 
1879 , 5BZBJ1218-0119 , BL Lac , 184.64554 , -1.33175 ,  ,  , 245 ,  , 17.6 ,  , 1.6e-9
1880 , 5BZQJ1219+4829 , QSO RLoud flat radio sp. , 184.77671 , 48.49892 , 1.076 ,  , 619 , 326 , 20.3 ,  , 
1881 , 5BZQJ1219+6600 , QSO RLoud flat radio sp. , 184.89913 , 66.00883 , 1.266 ,  , 76 ,  , 19.1 ,  , 
1882 , 5BZBJ1219+0446 , BL Lac , 184.93742 , 4.77289 ,  ,  , 8 ,  , 17.8 ,  , 
1883 , 5BZBJ1219-0314 , BL Lac , 184.94046 , -3.24 , 0.299 ,  , 29 ,  , 17.7 , 1.72 , 6e-10
1884 , 5BZQJ1220+7105 , QSO RLoud flat radio sp. , 185.01513 , 71.09197 , 0.451 ,  , 253 ,  , 19.8 ,  , 4e-10
1885 , 5BZBJ1220+3431 , BL Lac , 185.03454 , 34.52269 ,  ,  , 251 ,  , 17.6 , 0.3 , 6e-10
1886 , 5BZQJ1220+0203 , QSO RLoud flat radio sp. , 185.0495 , 2.06172 , 0.24 ,  , 674 ,  , 15.8 , 2.79 , 4e-10
1887 , 5BZBJ1220-0003 , BL Lac , 185.05058 , -0.05158 ,  ,  , 10 ,  , 19.2 , 0.47 , 
1888 , 5BZQJ1220+3808 , QSO RLoud flat radio sp. , 185.24679 , 38.14878 , 1.108 ,  , 219 ,  , 22.8 ,  , 
1889 , 5BZGJ1221+4742 , BL Lac-galaxy dominated , 185.28242 , 47.70792 , 0.21 ,  , 42 ,  , 17.5 , 0.97 , 
1890 , 5BZBJ1221+3010 , BL Lac , 185.34142 , 30.17697 , 0.184 ,  , 72 ,  , 16 , 16.3 , 2.8e-9
1891 , 5BZQJ1221-0241 , QSO RLoud flat radio sp. , 185.34975 , -2.69711 , 0.665 ,  , 694 ,  , 19.9 ,  , 
1892 , 5BZQJ1221+4411 , QSO RLoud flat radio sp. , 185.36267 , 44.19158 , 1.347 ,  , 558 ,  , 18.3 ,  , 
1893 , 5BZBJ1221+2813 , BL Lac , 185.38204 , 28.23292 , 0.102 ,  , 732 ,  , 15 , 1.3 , 5.5e-9
1894 , 5BZGJ1221+0821 , BL Lac-galaxy dominated , 185.38358 , 8.36228 , 0.132 ,  , 177 ,  , 17.1 , 1.14 , 
1895 , 5BZBJ1222+3540 , BL Lac , 185.54758 , 35.68286 ,  ,  , 7 ,  , 18.7 , 0.23 , 
1896 , 5BZQJ1222+0413 , QSO RLoud flat radio sp. , 185.59392 , 4.22103 , 0.966 ,  , 800 , 989 , 16.8 , 0.91 , 1.3e-9
1897 , 5BZQJ1222+2934 , QSO RLoud flat radio sp. , 185.68008 , 29.57819 , 0.787 ,  , 95 ,  , 19.1 , 0.16 , 
1898 , 5BZQJ1223+4611 , QSO RLoud flat radio sp. , 185.91392 , 46.1885 , 1.012 ,  , 361 ,  , 17.7 , 0.25 , 
1899 , 5BZBJ1223+8040 , BL Lac , 185.91871 , 80.66786 ,  ,  , 705 ,  , 19.3 , 0.19 , 1.1e-9
1900 , 5BZGJ1223+4650 , BL Lac-galaxy dominated , 185.97104 , 46.84692 , 0.261 ,  , 13 ,  , 17.7 , 0.36 , 
1901 , 5BZQJ1223+0650 , QSO RLoud flat radio sp. , 185.97758 , 6.83406 , 1.189 ,  , 276 ,  , 19.6 , 0.18 , 
1902 , 5BZBJ1223+7953 , BL Lac , 185.99258 , 79.89139 ,  ,  , 32 ,  , 18.5 ,  , 3e-10
1903 , 5BZBJ1224+2239 , BL Lac , 186.00433 , 22.66081 , 0.428 ,  ?  , 111 ,  , 19.2 , 0.28 , 
1904 , 5BZQJ1224+5001 , QSO RLoud flat radio sp. , 186.04129 , 50.03208 , 1.062 ,  , 47 ,  , 17.1 ,  , 
1905 , 5BZBJ1224+2436 , BL Lac , 186.10075 , 24.60653 , 0.219 ,  , 26 ,  , 16.7 , 1.56 , 6e-10
1906 , 5BZBJ1224+4335 , BL Lac , 186.21462 , 43.58869 ,  ,  , 366 ,  , 20.1 ,  , 4e-10
1907 , 5BZQJ1224+0330 , QSO RLoud flat radio sp. , 186.21842 , 3.51397 , 0.956 ,  , 1280 ,  , 18.5 , 0.56 , 
1908 , 5BZUJ1224-8313 , Blazar Uncertain type , 186.22658 , -83.21947 ,  ,  , 510 ,  , 19.7 ,  , 5e-10
1909 , 5BZQJ1224+2122 , QSO RLoud flat radio sp. , 186.22692 , 21.37956 , 0.434 ,  , 2095 , 1055 , 16.1 , 1.97 , 3.54e-8
1910 , 5BZUJ1225+4834 , Blazar Uncertain type , 186.27708 , 48.57644 , 0.647 ,  , 59 ,  , 19.3 , 0.18 , 
1911 , 5BZBJ1225+7214 , BL Lac Candidate , 186.30892 , 72.24669 , 0.114 ,  ?  , 5 ,  , 14.6 , 0.91 , 
1912 , 5BZGJ1226+2604 , BL Lac-galaxy dominated , 186.51717 , 26.07447 , 0.176 ,  , 13 ,  , 17.5 , 0.89 , 
1913 , 5BZBJ1226+0638 , BL Lac , 186.68412 , 6.64836 ,  ,  , 17 ,  , 17.2 , 0.95 , 2e-10
1914 , 5BZBJ1226-1328 , BL Lac , 186.72675 , -13.47747 ,  ,  , 146 ,  , 20.3 ,  , 1.3e-9
1915 , 5BZQJ1226+4340 , QSO RLoud flat radio sp. , 186.74129 , 43.68289 , 2.009 ,  , 181 ,  , 19.2 ,  , 
1916 , 5BZBJ1227-4436 , BL Lac , 186.86117 , -44.61064 ,  ,  , 320 ,  , 17.1 ,  , 
1917 , 5BZQJ1227+4932 , QSO RLoud flat radio sp. , 186.98217 , 49.54889 , 1.348 ,  , 235 ,  , 20.6 ,  , 5e-10
1918 , 5BZBJ1228-0221 , BL Lac , 187.03808 , -2.36006 , 0.323 ,  , 1.5 ,  , 19.1 , 0.93 , 
1919 , 5BZQJ1228+3128 , QSO RLoud flat radio sp. , 187.10404 , 31.47711 , 2.195 ,  , 333 ,  , 15.8 , 0.25 , 
1920 , 5BZQJ1228-0304 , QSO RLoud flat radio sp. , 187.15383 , -3.07753 , 1.804 ,  , 137 ,  , 18.9 ,  , 
1921 , 5BZQJ1228+3706 , QSO RLoud flat radio sp. , 187.19758 , 37.10333 , 1.517 ,  , 383 ,  , 18.2 , 0.19 , 
1922 , 5BZQJ1228+4858 , QSO RLoud flat radio sp. , 187.21571 , 48.96703 , 1.719 ,  , 388 ,  , 18.6 , 0.18 , 7e-10
1923 , 5BZQJ1229+0203 , QSO RLoud flat radio sp. , 187.27792 , 2.05239 , 0.158 ,  , 54992 , 17880 , 12.9 , 63.1 , 1.51e-8
1924 , 5BZQJ1229+0423 , QSO RLoud flat radio sp. , 187.31792 , 4.38917 , 1.027 ,  , 257 ,  , 18.5 , 0.22 , 
1925 , 5BZBJ1230+2518 , BL Lac , 187.55871 , 25.30197 , 0.135 ,  ?  , 244 ,  , 14.7 , 2.22 , 9e-10
1926 , 5BZUJ1230-3121 , Blazar Uncertain type , 187.68721 , -31.35647 , 2.276 ,  ?  , 321 ,  , 17.9 ,  , 
1927 , 5BZQJ1230-1139 , QSO RLoud flat radio sp. , 187.7315 , -11.65272 , 3.528 ,  , 472 ,  , 19.1 ,  , 
1928 , 5BZBJ1231+1421 , BL Lac , 187.84958 , 14.35681 , 0.256 ,  , 55 ,  , 17.2 , 1.88 , 6e-10
1929 , 5BZQJ1231+0418 , QSO RLoud flat radio sp. , 187.86496 , 4.30053 , 1.03 ,  , 339 ,  , 18 ,  , 
1930 , 5BZBJ1231+6414 , BL Lac , 187.88079 , 64.23842 , 0.163 ,  , 59 ,  , 16.6 , 2.49 , 
1931 , 5BZBJ1231+2847 , BL Lac , 187.93163 , 28.79714 ,  ,  , 142 ,  , 17.2 , 1.53 , 3.5e-9
1932 , 5BZQJ1232-0224 , QSO RLoud flat radio sp. , 188.00004 , -2.40147 , 1.043 ,  , 1648 , 339 , 16.8 , 0.32 , 
1933 , 5BZQJ1232+4821 , QSO RLoud flat radio sp. , 188.14496 , 48.35917 , 1.588 ,  , 326 ,  , 21.5 ,  , 
1934 , 5BZQJ1233-0031 , QSO RLoud flat radio sp. , 188.26692 , -0.52619 , 0.471 ,  , 92 ,  , 17.8 , 0.23 , 
1935 , 5BZBJ1233+1701 , BL Lac , 188.27146 , 17.02592 ,  ,  , 31 ,  , 17.7 ,  , 
1936 , 5BZQJ1233-1025 , QSO RLoud flat radio sp. , 188.30471 , -10.42189 , 2.394 ,  , 616 ,  , 19.1 ,  , 
1937 , 5BZBJ1233-0144 , BL Lac , 188.42221 , -1.73992 ,  ,  , 29 ,  , 18.3 ,  , 1e-9
1938 , 5BZGJ1233+5026 , BL Lac-galaxy dominated , 188.45529 , 50.43967 , 0.207 ,  , 283 ,  , 17.5 , 0.12 , 
1939 , 5BZQJ1234+4753 , QSO RLoud flat radio sp. , 188.55554 , 47.89756 , 0.374 ,  , 356 ,  , 16.8 , 0.36 , 
1940 , 5BZBJ1234-3856 , BL Lac , 188.57146 , -38.94308 , 0.236 ,  , 7 ,  , 18.1 , 2.51 , 
1941 , 5BZBJ1234+3910 , BL Lac , 188.66229 , 39.17967 , 0.584 ,  , 84 ,  , 19.5 ,  , 
1942 , 5BZGJ1234-2432 , BL Lac-galaxy dominated , 188.70721 , -24.54247 , 0.182 ,  , 29 ,  , 14.1 ,  , 
1943 , 5BZQJ1235+3621 , QSO RLoud flat radio sp. , 188.77421 , 36.35536 , 1.6 ,  , 154 ,  , 18.4 , 0.2 , 
1944 , 5BZBJ1235-1403 , BL Lac , 188.79662 , -14.0565 , 0.407 ,  , 4 ,  , 18.2 , 1.22 , 
1945 , 5BZGJ1235+1700 , BL Lac-galaxy dominated , 188.87021 , 17.01017 , 0.381 ,  , 124 ,  , 18.8 , 0.28 , 
1946 , 5BZQJ1235+5228 , QSO RLoud flat radio sp. , 188.87733 , 52.47436 , 1.653 ,  , 88 ,  , 18 ,  , 
1947 , 5BZBJ1236+3900 , BL Lac , 189.09596 , 39.00031 , 0.389 ,  , 36 ,  , 18.2 , 0.31 , 
1948 , 5BZBJ1237+3020 , BL Lac , 189.27329 , 30.33478 ,  ,  , 6 ,  , 19.2 , 5.44 , 
1949 , 5BZBJ1237+6258 , BL Lac , 189.41283 , 62.97856 , 0.297 ,  , 13 ,  , 18 , 2.28 , 
1950 , 5BZQJ1238+0723 , QSO RLoud flat radio sp. , 189.51017 , 7.38939 , 1.172 ,  ?  , 320 ,  , 21 ,  , 
1951 , 5BZQJ1238-1159 , QSO RLoud flat radio sp. , 189.53083 , -11.99 , 1.32 ,  , 108 ,  , 17 , 0.76 , 
1952 , 5BZUJ1238+5325 , Blazar Uncertain type , 189.53237 , 53.43222 , 0.348 ,  , 115 ,  , 17.3 , 1.86 , 
1953 , 5BZUJ1238-1959 , Blazar Uncertain type , 189.60158 , -19.98714 ,  ,  , 95 ,  , 17.8 , 0.36 , 5e-10
1954 , 5BZBJ1238+4431 , BL Lac , 189.60842 , 44.52697 , 0.312 ,  ?  , 13 ,  , 19.4 , 0.18 , 
1955 , 5BZGJ1238+5406 , BL Lac-galaxy dominated , 189.63017 , 54.11442 , 0.224 ,  , 40 ,  , 17.3 ,  , 
1956 , 5BZBJ1239+4132 , BL Lac , 189.84471 , 41.54767 ,  ,  , 9 ,  , 19.8 , 1.52 , 
1957 , 5BZUJ1239+0730 , Blazar Uncertain type , 189.85246 , 7.50478 , 0.4 ,  , 568 , 451 , 18 , 0.44 , 4e-10
1958 , 5BZQJ1239+0443 , QSO RLoud flat radio sp. , 189.8865 , 4.71811 , 1.761 ,  , 354 ,  , 20.4 , 0.28 , 4.5e-9
1959 , 5BZQJ1239-1023 , QSO RLoud flat radio sp. , 189.92942 , -10.39131 , 0.751 ,  , 1519 ,  , 17.7 , 0.35 , 
1960 , 5BZBJ1241+3400 , BL Lac , 190.28929 , 34.01058 ,  ,  , 7 ,  , 19.4 ,  , 
1961 , 5BZBJ1241+3440 , BL Lac , 190.4225 , 34.67531 ,  ,  , 10 ,  , 19.6 , 1.34 , 
1962 , 5BZBJ1241+0636 , BL Lac , 190.45125 , 6.60028 ,  ,  , 17 ,  , 18.5 , 1 , 
1963 , 5BZBJ1241-1455 , BL Lac , 190.45583 , -14.93278 ,  ,  , 17 ,  , 16.6 , 8.37 , 5e-10
1964 , 5BZBJ1242-1653 , BL Lac , 190.58525 , -16.88444 ,  ,  , 61 ,  , 18.6 ,  , 
1965 , 5BZBJ1242+7634 , BL Lac Candidate , 190.63463 , 76.57158 ,  ,  , 9 ,  , 19.3 , 0.65 , 
1966 , 5BZQJ1242+3751 , QSO RLoud flat radio sp. , 190.71404 , 37.85 , 1.317 ,  , 550 ,  , 18.3 ,  , 
1967 , 5BZGJ1243+5212 , BL Lac-galaxy dominated , 190.78742 , 52.21253 , 0.2 ,  , 39 ,  , 17.3 , 0.15 , 
1968 , 5BZQJ1243-2943 , QSO RLoud flat radio sp. , 190.79442 , -29.72292 , 1.135 ,  , 391 ,  , 17.3 , 0.37 , 
1969 , 5BZBJ1243+3627 , BL Lac , 190.80292 , 36.46219 ,  ,  , 148 ,  , 15.9 , 10 , 1.9e-9
1970 , 5BZQJ1243-3941 , QSO RLoud flat radio sp. , 190.89233 , -39.69792 , 1.387 ,  , 393 ,  , 19 ,  , 
1971 , 5BZGJ1243-0613 , BL Lac-galaxy dominated , 190.89379 , -6.2225 , 0.139 ,  , 346 ,  , 16.8 ,  , 
1972 , 5BZQJ1243+7442 , QSO RLoud flat radio sp. , 190.93762 , 74.71031 , 0.782 ,  , 187 ,  , 19.4 , 0.33 , 
1973 , 5BZQJ1243+4043 , QSO RLoud flat radio sp. , 190.98242 , 40.73292 , 1.518 ,  , 191 ,  , 19.7 ,  , 
1974 , 5BZBJ1244+0444 , BL Lac , 191.10538 , 4.74989 , 0.4 ,  , 7 ,  , 19.3 ,  , 
1975 , 5BZBJ1244+1616 , BL Lac , 191.18479 , 16.27269 , 0.456 ,  , 14 ,  , 19.1 , 0.61 , 
1976 , 5BZBJ1245+5709 , BL Lac , 191.29167 , 57.16511 ,  ,  , 84 ,  , 17 , 0.33 , 5e-10
1977 , 5BZBJ1245+0228 , BL Lac , 191.39079 , 2.47367 ,  ,  , 35 ,  , 18.9 , 0.1 , 
1978 , 5BZQJ1245+4346 , QSO RLoud flat radio sp. , 191.49996 , 43.77414 , 1.15 ,  , 76 ,  , 17.7 , 0.18 , 
1979 , 5BZBJ1246+0113 , BL Lac , 191.5105 , 1.22189 , 0.386 ,  , 72 ,  , 18.3 ,  , 
1980 , 5BZQJ1246-0730 , QSO RLoud flat radio sp. , 191.51763 , -7.51294 , 1.286 ,  , 551 , 512 , 19.6 ,  , 
1981 , 5BZQJ1246-2547 , QSO RLoud flat radio sp. , 191.695 , -25.79703 , 0.635 ,  , 1165 ,  , 15.9 , 1.32 , 8.7e-9
1982 , 5BZBJ1247+4423 , BL Lac , 191.75304 , 44.38883 ,  ,  , 11 ,  , 18.6 , 2.03 , 
1983 , 5BZQJ1247+1022 , QSO RLoud flat radio sp. , 191.94725 , 10.37544 , 1.382 ,  , 85 ,  , 17.4 ,  , 
1984 , 5BZBJ1248+5820 , BL Lac , 192.07825 , 58.34131 ,  ,  , 245 ,  , 15.3 , 3.99 , 4.1e-9
1985 , 5BZQJ1248-0632 , QSO RLoud flat radio sp. , 192.09575 , -6.53606 , 0.762 ,  , 377 ,  , 19.9 , 0.21 , 
1986 , 5BZBJ1248+0830 , BL Lac , 192.10792 , 8.50583 , 0.43 ,  , 0.8 ,  , 19.2 , 0.57 , 
1987 , 5BZQJ1248-4559 , QSO RLoud flat radio sp. , 192.11875 , -45.99644 , 1.02 ,  , 1196 , 242 , 16.7 , 0.84 , 
1988 , 5BZBJ1248+5128 , BL Lac , 192.14292 , 51.46886 , 0.351 ,  , 115 ,  , 17.6 , 0.32 , 
1989 , 5BZBJ1249+3707 , BL Lac , 192.44475 , 37.12992 ,  ,  , 6 ,  , 18.8 , 0.26 , 7e-10
1990 , 5BZBJ1250+3155 , BL Lac , 192.56479 , 31.93317 ,  ,  , 6 ,  , 18.9 , 1.17 , 
1991 , 5BZBJ1250+0216 , BL Lac , 192.63571 , 2.27558 , 0.959 ,  ?  , 341 ,  , 19.7 ,  , 
1992 , 5BZQJ1251-1717 , QSO RLoud flat radio sp. , 192.81033 , -17.287 , 0.606 ,  , 163 ,  , 18.6 , 0.38 , 
1993 , 5BZBJ1251+1039 , BL Lac , 192.82454 , 10.65147 , 0.245 ,  , 5 ,  , 18.2 , 0.89 , 4e-10
1994 , 5BZBJ1251-2958 , BL Lac , 192.89537 , -29.97858 , 0.382 ,  , 11 ,  , 17.7 , 1.8 , 
1995 , 5BZQJ1251-3518 , QSO RLoud flat radio sp. , 192.91346 , -35.311 , 0.41 ,  , 252 ,  , 20 ,  , 
1996 , 5BZQJ1252+6451 , QSO RLoud flat radio sp. , 193.09913 , 64.86056 , 0.312 ,  , 43 ,  , 17.9 , 1.01 , 
1997 , 5BZBJ1252+0849 , BL Lac , 193.14408 , 8.82889 , 0.37 ,  ?  , 47 ,  , 19 ,  , 
1998 , 5BZBJ1252+2937 , BL Lac , 193.14442 , 29.62572 , 0.528 ,  , 10 ,  , 19 ,  , 
1999 , 5BZQJ1252-3319 , QSO RLoud flat radio sp. , 193.24333 , -33.33322 , 0.856 ,  , 283 ,  , 18 ,  , 
2000 , 5BZBJ1253+3826 , BL Lac , 193.25379 , 38.44056 , 0.371 ,  , 5 ,  , 18.9 , 3.66 , 
2001 , 5BZBJ1253+5301 , BL Lac , 193.29967 , 53.01992 ,  ,  , 488 ,  , 17.5 , 0.27 , 4e-10
2002 , 5BZGJ1253-3931 , BL Lac-galaxy dominated , 193.42188 , -39.53322 , 0.179 ,  , 48 ,  , 16.1 , 7.04 , 
2003 , 5BZGJ1253+0326 , BL Lac-galaxy dominated , 193.44579 , 3.44169 , 0.066 ,  , 107 ,  , 14.8 , 1.67 , 
2004 , 5BZBJ1253+6242 , BL Lac , 193.49758 , 62.71589 ,  ,  , 12 ,  , 18.8 , 0.32 , 3e-10
2005 , 5BZQJ1253-4059 , QSO RLoud flat radio sp. , 193.49804 , -40.99186 , 4.464 ,  , 183 ,  , 23.7 ,  , 
2006 , 5BZBJ1254+2211 , BL Lac , 193.63863 , 22.18436 ,  ,  , 101 ,  , 17.3 ,  , 7e-10
2007 , 5BZQJ1254-2000 , QSO RLoud flat radio sp. , 193.65521 , -20.01569 , 0.959 ,  , 136 ,  , 18.6 ,  , 
2008 , 5BZQJ1254+1141 , QSO RLoud flat radio sp. , 193.65983 , 11.68497 , 0.872 ,  , 793 , 245 , 16.7 , 0.65 , 
2009 , 5BZGJ1254-4424 , BL Lac-galaxy dominated , 193.73962 , -44.41572 , 0.041 ,  , 361 ,  , 9.8 ,  , 
2010 , 5BZQJ1255+0340 , QSO RLoud flat radio sp. , 193.75208 , 3.67864 , 0.437 ,  , 118 ,  , 17.9 , 0.74 , 
2011 , 5BZQJ1255+1817 , QSO RLoud flat radio sp. , 193.88229 , 18.29747 , 1.366 ,  , 413 ,  , 19.7 , 0.14 , 
2012 , 5BZQJ1255+6124 , QSO RLoud flat radio sp. , 193.93754 , 61.41414 , 2.055 ,  , 99 ,  , 19.8 , 0.18 , 
2013 , 5BZBJ1255+3848 , BL Lac , 193.98083 , 38.80314 , 0.56 ,  ?  , 24 ,  , 19 ,  , 
2014 , 5BZQJ1256-0547 , QSO RLoud flat radio sp. , 194.04654 , -5.78931 , 0.536 ,  , 9711 , 9712 , 15 , 20.9 , 2.56e-8
2015 , 5BZGJ1256-1146 , BL Lac-galaxy dominated , 194.06646 , -11.77703 , 0.058 ,  , 54 ,  , 12.2 , 0.74 , 1e-9
2016 , 5BZUJ1256-2155 , Blazar Uncertain type , 194.10629 , -21.92258 , 0.129 ,  , 71 ,  , 15.9 ,  , 
2017 , 5BZBJ1256+0609 , BL Lac , 194.16396 , 6.15225 , 0.423 ,  , 65 ,  , 18.6 , 0.73 , 
2018 , 5BZUJ1257+0024 , Blazar Uncertain type , 194.263 , 0.41 , 1.259 ,  , 298 ,  , 17.3 ,  , 
