SDSS luminosities of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (8) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The u-band luminosity, L_u, of the galaxy. 
Column 3: The uncertainty of L_u.
Column 4: The sources for the quoted values for L_g and their uncertainties.
Column 5: The g-band luminosity, L_g, of the galaxy.
Column 6: The uncertainty of L_g.
Column 7: The sources for the quoted values for L_g and their uncertainties. 
Column 8: The r-band luminosity, L_r, of the galaxy.
Column 9: The uncertainty of L_r.
Column 10: The sources for the quoted values for L_r and their uncertainties.
Column 11: The i-band luminosity, L_i, of the galaxy.
Column 12: The uncertainty of L_i.
Column 13: The sources for the quoted values for L_i and their uncertainties.
Column 14: The z-band luminosity, L_z, of the galaxy.
Column 15: The uncertainty of L_z.
Column 16: The sources for the quoted values for L_z and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------------------------------
  id   L_u    dL_u    s.        L_g    dL_g   s.        L_r    dL_r   s.       L_i    dL_i    s.       L_z    dL_z         s.
       [log(L_sun)]             [log(L_sun)]            [log(L_sun)]           [log(L_sun)]            [log(L_sun)]
-----------------------------------------------------------------------------------------------------------------------------
 186    9.64    0.17    1012    9.82    0.17    1012    9.89    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 187    8.64    0.17    1002    8.68    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 188    9.10    0.17    1002    9.19    0.17    1002    9.49    0.17    1034    9.81    0.19    1004    9.93    0.21    1004
 189    7.71    0.17    1002    7.66    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 190    8.57    0.17    1002    8.60    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 191    8.02    0.17    1002    8.00    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 192    8.82    0.17    1002    8.88    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 193    7.78    0.17    1002    7.74    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 194    8.34    0.17    1002    8.35    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 195    7.72    0.17    1002    7.68    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 196    7.70    0.17    1002    7.65    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 197    7.47    0.17    1002    7.40    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 198    8.80    0.17    1002    8.86    0.17    1002    8.93    0.17    1034    9.06    0.19    1004    9.16    0.21    1004
 199    7.77    0.17    1002    7.72    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 200    8.32    0.17    1002    8.33    0.17    1002    7.72    0.17    1034    7.14    0.19    1004    7.18    0.21    1004
 201    9.40    0.17    1012    9.56    0.17    1012    9.60    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 202    7.89    0.17    1002    7.86    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 203    7.15    0.17    1002    7.05    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 204    7.40    0.17    1002    7.33    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 205    8.15    0.17    1002    8.14    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 206    7.40    0.17    1002    7.32    0.17    1002    7.42    0.17    1034    7.63    0.19    1004    7.68    0.21    1004
 207    9.24    0.17    1012    9.38    0.17    1012    9.55    0.17    1034    9.78    0.19    1004    9.90    0.21    1004
 208    7.77    0.17    1002    7.72    0.17    1002    7.78    0.17    1034    7.91    0.19    1004    7.97    0.21    1004
 209    7.66    0.17    1002    7.61    0.17    1002    7.69    0.17    1034    7.77    0.19    1004    7.83    0.21    1004
 210    7.60    0.17    1002    7.54    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 211    7.07    0.17    1002    6.96    0.68    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 212    7.56    0.17    1002    7.50    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 213    9.57    0.17    1012    9.74    0.17    1012    9.86    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 214    7.80    0.17    1002    7.76    0.17    1002    7.79    0.17    1034    7.87    0.19    1004    7.93    0.21    1004
 215    7.96    0.17    1002    7.93    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 216    8.19    0.17    1002    8.19    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 217    7.33    0.17    1002    7.25    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 218    7.11    0.17    1002    7.00    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 219    7.51    0.17    1002    7.45    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 220    7.14    0.17    1002    7.04    0.17    1002    7.16    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 221    8.37    0.17    1002    8.39    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 222    8.34    0.17    1002    8.36    0.17    1002    8.42    0.17    1034    8.54    0.19    1004    8.62    0.21    1004
 223    9.61    0.17    1012    9.79    0.17    1012   10.05    0.17    1034   10.33    0.19    1004   10.47    0.21    1004
 224    8.23    0.17    1002    8.23    0.17    1002    8.32    0.17    1034    8.43    0.19    1004    8.51    0.21    1004
 225    7.77    0.17    1002    7.73    0.17    1002    7.74    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 226    7.36    0.17    1002    7.28    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 227    8.81    0.17    1002    8.87    0.17    1002    8.95    0.17    1034    9.06    0.19    1004    9.16    0.21    1004
 228    7.58    0.17    1002    7.52    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 229    7.11    0.17    1002    7.01    0.17    1002    7.14    0.17    1034    7.40    0.19    1004    7.44    0.21    1004
 230    8.81    0.17    1002    8.87    0.17    1002    9.00    0.17    1034    9.14    0.19    1004    9.25    0.21    1004
 231    8.10    0.17    1002    8.09    0.17    1002    7.13    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 232    7.88    0.17    1002    7.85    0.17    1002    7.92    0.17    1034    7.98    0.19    1004    8.05    0.21    1004
 233    7.82    0.17    1002    7.78    0.17    1002    7.96    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 234    8.61    0.17    1002    8.65    0.17    1002    8.76    0.17    1034    8.89    0.19    1004    8.99    0.21    1004
 235    7.11    0.17    1002    7.00    0.17    1002    6.75    0.50    1034    6.92    0.56    1004    6.95    0.60    1004
 236    7.89    0.17    1002    7.86    0.17    1002    7.62    0.17    1034    7.80    0.19    1004    7.86    0.21    1004
 237    7.96    0.17    1002    7.94    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 238    7.48    0.17    1002    7.41    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 239    8.69    0.17    1002    8.74    0.17    1002    8.82    0.17    1034    8.95    0.19    1004    9.04    0.21    1004
 240    7.19    0.17    1002    7.09    0.17    1002    6.93    0.50    1034    7.02    0.19    1004    7.05    0.21    1004
 241    7.44    0.17    1002    7.37    0.17    1002    7.71    0.17    1034    7.89    0.19    1004    7.95    0.21    1004
 242    7.87    0.17    1002    7.84    0.17    1002    7.90    0.17    1034    7.98    0.19    1004    8.05    0.21    1004
 243    8.00    0.17    1002    7.98    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 244    8.28    0.17    1002    8.28    0.17    1002    8.26    0.17    1034    8.37    0.19    1004    8.45    0.21    1004
 245    7.79    0.17    1002    7.75    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 246    7.73    0.17    1002    7.69    0.17    1002    7.63    0.17    1034    7.69    0.19    1004    7.75    0.21    1004
 247    9.16    0.17    1002    9.25    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 248    7.85    0.17    1002    7.82    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 249    7.33    0.17    1002    7.25    0.17    1002    7.14    0.17    1034    7.36    0.19    1004    7.40    0.21    1004
 250    7.58    0.17    1002    7.52    0.17    1002    7.41    0.17    1034    7.48    0.19    1004    7.53    0.21    1004
 251    7.33    0.17    1002    7.25    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 252    7.44    0.17    1002    7.37    0.17    1002    7.43    0.17    1034    7.53    0.19    1004    7.58    0.21    1004
 253    7.77    0.17    1002    7.73    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 254    7.78    0.17    1002    7.74    0.17    1002    7.77    0.17    1034    7.89    0.19    1004    7.95    0.21    1004
 255    8.45    0.17    1002    8.47    0.17    1002    7.48    0.17    1034    6.56    0.56    1004    6.58    0.60    1004
 256    8.44    0.17    1002    8.46    0.17    1002    8.56    0.17    1034    8.68    0.19    1004    8.77    0.21    1004
 257    7.95    0.17    1002    7.93    0.17    1002    7.64    0.17    1034    7.70    0.19    1004    7.76    0.21    1004
 258    7.44    0.17    1002    7.37    0.17    1002    7.55    0.17    1034    7.73    0.19    1004    7.79    0.21    1004
 259    7.40    0.17    1002    7.33    0.17    1002    7.34    0.17    1034    7.47    0.19    1004    7.51    0.21    1004
 260    8.93    0.17    1012    9.05    0.17    1012    9.22    0.17    1034    9.42    0.19    1004    9.53    0.21    1004
 261    7.03    0.17    1002    6.92    0.68    1002    6.93    0.50    1034    7.01    0.19    1004    7.05    0.21    1004
 262    6.87    1.22    1002    6.75    0.68    1002    6.85    0.50    1034    6.95    0.56    1004    6.98    0.60    1004
 263    9.67    0.17    1012    9.85    0.17    1012   10.12    0.17    1034   10.36    0.19    1004   10.51    0.21    1004
 264    9.34    0.17    1002    9.44    0.17    1002    9.68    0.17    1034    9.84    0.19    1004    9.96    0.21    1004
 265    8.70    0.17    1002    8.74    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 266    7.58    0.17    1002    7.52    0.17    1002    7.63    0.17    1034    7.76    0.19    1004    7.82    0.21    1004
 267    7.15    0.17    1002    7.04    0.17    1002    7.03    0.17    1034    7.13    0.19    1004    7.17    0.21    1004
 268   10.12    0.17    1012   10.34    0.17    1012   10.58    0.17    1034   10.81    0.19    1004   10.97    0.21    1004
 269    9.05    0.17    1002    9.13    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 270    7.47    0.17    1002    7.40    0.17    1002    7.29    0.17    1034    7.38    0.19    1004    7.42    0.21    1004
 271    8.04    0.17    1002    8.03    0.17    1002    7.64    0.17    1034    7.76    0.19    1004    7.82    0.21    1004
 272    7.47    0.17    1002    7.40    0.17    1002    7.84    0.17    1034    7.95    0.19    1004    8.01    0.21    1004
 273    7.91    0.17    1002    7.88    0.17    1002    8.05    0.17    1034    8.12    0.19    1004    8.18    0.21    1004
 274    7.55    0.17    1002    7.48    0.17    1002    7.31    0.17    1034    7.40    0.19    1004    7.45    0.21    1004
 275    9.72    0.17    1012    9.90    0.17    1012    9.99    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 276    7.78    0.17    1002    7.73    0.17    1002    7.93    0.17    1034    8.05    0.19    1004    8.12    0.21    1004
 277    6.92    1.22    1002    6.80    0.68    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 278    8.22    0.17    1002    8.22    0.17    1002    8.27    0.17    1034    8.38    0.19    1004    8.46    0.21    1004
 279    7.77    0.17    1002    7.72    0.17    1002    7.75    0.17    1034    7.84    0.19    1004    7.90    0.21    1004
 280    9.53    0.17    1012    9.69    0.17    1012    9.95    0.17    1034   10.19    0.19    1004   10.33    0.21    1004
 281    7.32    0.17    1002    7.23    0.17    1002    7.19    0.17    1034    7.36    0.19    1004    7.41    0.21    1004
 282    9.16    0.17    1012    9.30    0.17    1012    9.46    0.17    1034    9.66    0.19    1004    9.78    0.21    1004
 283    7.67    0.17    1002    7.62    0.17    1002    7.38    0.17    1034    7.53    0.19    1004    7.58    0.21    1004
 284    7.58    0.17    1002    7.52    0.17    1002    7.52    0.17    1034    7.63    0.19    1004    7.68    0.21    1004
 285    8.11    0.17    1002    8.10    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 286    9.04    0.17    1002    9.12    0.17    1002    9.35    0.17    1034    9.55    0.19    1004    9.67    0.21    1004
 287    7.87    0.17    1002    7.84    0.17    1002    7.90    0.17    1034    8.01    0.19    1004    8.08    0.21    1004
 288    7.57    0.17    1002    7.51    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 289    7.86    0.17    1002    7.83    0.17    1002    7.91    0.17    1034    8.03    0.19    1004    8.10    0.21    1004
 290    7.90    0.17    1002    7.87    0.17    1002    7.77    0.17    1034    7.86    0.19    1004    7.92    0.21    1004
 291    8.74    0.17    1002    8.79    0.17    1002    9.03    0.17    1034    9.17    0.19    1004    9.27    0.21    1004
 292    9.69    0.17    1012    9.87    0.17    1012   10.20    0.17    1034   10.48    0.19    1004   10.62    0.21    1004
 293    7.04    0.17    1002    6.93    0.68    1002    6.86    0.50    1034    6.99    0.56    1004    7.03    0.21    1004
 294    8.46    0.17    1002    8.48    0.17    1002    8.22    0.17    1034    8.51    0.19    1004    8.59    0.21    1004
 295    7.77    0.17    1002    7.73    0.17    1002    8.14    0.17    1034    8.04    0.19    1004    8.11    0.21    1004
 296    9.05    0.17    1012    9.18    0.17    1012    9.42    0.17    1034    9.66    0.19    1004    9.78    0.21    1004
 297    7.05    0.17    1002    6.93    0.68    1002    6.85    0.50    1034    6.99    0.56    1004    7.02    0.21    1004
 298    6.83    1.22    1002    6.70    0.68    1002    6.56    0.50    1034    6.66    0.56    1004    6.68    0.60    1004
 299    9.49    0.17    1012    9.65    0.17    1012    9.89    0.17    1034   10.13    0.19    1004   10.26    0.21    1004
 300    7.60    0.17    1002    7.54    0.17    1002    7.62    0.17    1034    7.70    0.19    1004    7.75    0.21    1004
 301    8.07    0.17    1002    8.06    0.17    1002    8.08    0.17    1034    8.21    0.19    1004    8.28    0.21    1004
 302    7.91    0.17    1002    7.88    0.17    1002    7.99    0.17    1034    8.09    0.19    1004    8.16    0.21    1004
 303    7.19    0.17    1002    7.09    0.17    1002    6.89    0.50    1034    6.86    0.56    1004    6.89    0.60    1004
 304    7.59    0.17    1002    7.53    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 305    8.06    0.17    1002    8.04    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 306    7.80    0.17    1002    7.76    0.17    1002    7.87    0.17    1034    7.99    0.19    1004    8.06    0.21    1004
 307    8.69    0.17    1002    8.74    0.17    1002    8.96    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 308    8.51    0.17    1002    8.53    0.17    1002    8.69    0.17    1034    8.78    0.19    1004    8.87    0.21    1004
 309    8.29    0.17    1002    8.30    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 310    8.33    0.17    1002    8.34    0.17    1002    8.41    0.17    1034    8.50    0.19    1004    8.58    0.21    1004
 311    7.75    0.17    1002    7.70    0.17    1002    7.94    0.17    1034    8.02    0.19    1004    8.09    0.21    1004
 312    7.16    0.17    1002    7.06    0.17    1002    7.79    0.17    1034    8.59    0.19    1004    8.68    0.21    1004
 313    8.33    0.17    1002    8.35    0.17    1002    8.41    0.17    1034    8.52    0.19    1004    8.60    0.21    1004
 314   10.24    0.17    1012   10.46    0.17    1012   10.59    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 315    7.40    0.17    1002    7.32    0.17    1002    7.27    0.17    1034    7.44    0.19    1004    7.49    0.21    1004
 316   10.31    0.17    1012   10.54    0.17    1012   10.67    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 317    7.16    0.17    1002    7.06    0.17    1002    6.78    0.50    1034    6.83    0.56    1004    6.86    0.60    1004
 318    7.12    0.17    1002    7.02    0.17    1002    7.03    0.17    1034    7.14    0.19    1004    7.17    0.21    1004
 319    6.83    1.22    1002    6.70    0.68    1002    7.25    0.17    1034    7.48    0.19    1004    7.53    0.21    1004
 320   10.09    0.17    1012   10.30    0.17    1012   10.45    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 321    7.73    0.17    1002    7.69    0.17    1002    7.72    0.17    1034    7.81    0.19    1004    7.87    0.21    1004
 322    8.51    0.17    1002    8.54    0.17    1002    9.00    0.17    1034    9.14    0.19    1004    9.24    0.21    1004
 323    8.02    0.17    1002    8.00    0.17    1002    8.05    0.17    1034    8.16    0.19    1004    8.23    0.21    1004
 324    8.09    0.17    1002    8.08    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 325    7.66    0.17    1002    7.61    0.17    1002    7.23    0.17    1004    7.33    0.19    1004    7.37    0.21    1004
 326    7.52    0.17    1002    7.45    0.17    1002    7.16    0.17    1034    7.17    0.19    1004    7.21    0.21    1004
 327    7.11    0.17    1002    7.00    0.68    1002    7.03    0.17    1034    7.33    0.19    1004    7.37    0.21    1004
 328    7.43    0.17    1002    7.35    0.17    1002    7.46    0.17    1034    7.46    0.19    1004    7.51    0.21    1004
 329    7.90    0.17    1002    7.87    0.17    1002    7.85    0.17    1034    7.94    0.19    1004    8.00    0.21    1004
 330    7.43    0.17    1002    7.36    0.17    1002    7.44    0.17    1034    7.51    0.19    1004    7.56    0.21    1004
 331    7.81    0.17    1002    7.77    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 332    7.82    0.17    1002    7.78    0.17    1002    7.90    0.17    1034    7.95    0.19    1004    8.02    0.21    1004
 333    7.61    0.17    1002    7.55    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 334   10.47    0.17    1002   10.69    0.17    1002   10.81    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 335    7.95    0.17    1002    7.92    0.17    1002    7.83    0.17    1034    7.91    0.19    1004    7.97    0.21    1004
 336    8.34    0.17    1002    8.35    0.17    1002    8.46    0.17    1034    8.56    0.19    1004    8.65    0.21    1004
 337    7.66    0.17    1002    7.61    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 338    7.52    0.17    1002    7.46    0.17    1002    7.57    0.17    1034    7.73    0.19    1004    7.78    0.21    1004
 339    7.18    0.17    1002    7.08    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 340    8.42    0.17    1002    8.44    0.17    1002    8.44    0.17    1034    8.65    0.19    1004    8.73    0.21    1004
 341    7.65    0.17    1002    7.60    0.17    1002    7.43    0.17    1034    7.44    0.19    1004    7.48    0.21    1004
 342    7.79    0.17    1002    7.75    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 343    9.14    0.17    1012    9.28    0.17    1012    9.36    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 344    7.22    0.17    1002    7.12    0.17    1002    7.05    0.17    1034    7.12    0.19    1004    7.16    0.21    1004
 345    8.36    0.17    1002    8.37    0.17    1002    8.48    0.17    1034    8.61    0.19    1004    8.70    0.21    1004
 346    8.18    0.17    1002    8.17    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 347    7.66    0.17    1002    7.61    0.17    1002    7.84    0.17    1034    7.83    0.19    1004    7.89    0.21    1004
 348    9.02    0.17    1002    9.09    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 349    6.81    1.22    1002    6.68    0.68    1002    6.90    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
 350    7.00    1.22    1002    6.88    0.68    1002    6.60    0.50    1034    6.99    0.56    1004    7.02    0.21    1004
 351    7.66    0.17    1002    7.60    0.17    1002    7.41    0.17    1034    7.37    0.19    1004    7.42    0.21    1004
 352    7.88    0.17    1002    7.85    0.17    1002    7.89    0.17    1034    7.96    0.19    1004    8.02    0.21    1004
 353    8.41    0.17    1002    8.43    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 354    7.65    0.17    1002    7.60    0.17    1002    7.69    0.17    1034    7.87    0.19    1004    7.93    0.21    1004
 355    8.07    0.17    1002    8.06    0.17    1002    8.10    0.17    1034    8.21    0.19    1004    8.28    0.21    1004
 356    7.54    0.17    1002    7.47    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 357    8.81    0.17    1002    8.87    0.17    1002    8.99    0.17    1034    9.12    0.19    1004    9.23    0.21    1004
 358    7.43    0.17    1002    7.35    0.17    1002    7.25    0.17    1034    7.32    0.19    1004    7.37    0.21    1004
