SDSS colours of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (13) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalogue.
Column 2: The (u-g)-colour of the galaxy, corrected for extinction and redshift. 
Column 3: The uncertainty of (u-g). The uncertainty, if available, comes from the same source as (U-B) itself.
Column 4: The sources for (u-g) and its uncertainty.
Column 5: The (g-r)-colour of the galaxy, corrected for extinction and redshift. 
Column 6: The uncertainty of (g-r). The uncertainty, if available, comes from the same source as (g-r) itself.
Column 7: The sources for (g-r) and its uncertainty.
Column 8: The (g-i)-colour of the galaxy, corrected for extinction and redshift. 
Column 9: The uncertainty of (g-i). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 10: The sources for $(g-i)$ and its uncertainty.
Column 11: The (g-z)-colour of the galaxy, corrected for extinction and redshift. 
Column 12: The uncertainty of (g-z). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 13: The sources for $(g-z)$ and its uncertainty.

For a detailed description of the data in this table, see Section (6) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------
  id   (u-g)  d(u-g)       s.  (g-r)  d(g-r)       s.  (g-i)  d(g-i)       s.  (g-z)  d(g-z)       s.
       [mag]                   [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------------------------------
1098    1.89    0.00       1    0.86    0.00       1   -1.81    0.02       1    1.60    0.00       1
1099    1.69    0.00       1    0.70    0.00       1    1.09    0.00       1    1.35    0.00       1
1100    1.42    0.05       1    0.65    0.01       1    0.95    0.01       1    0.99    0.02       1
1101    1.59    0.01       1    0.71    0.00       1    1.06    0.00       1    1.31    0.00       1
1102    1.54    0.01       1    0.67    0.00       1    0.98    0.00       1    1.26    0.00       1
1103    1.46    0.11       1    0.61    0.01       1    0.88    0.02       1    1.03    0.03       1
1104   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1105    1.79    0.00       1    0.74    0.00       1    1.12    0.00       1    1.35    0.00       1
1106    1.77    0.01       1    0.73    0.00       1    1.10    0.00       1    1.38    0.00       1
1107    1.86    0.00       1    0.73    0.00       1    1.09    0.00       1    1.47    0.00       1
1108   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1109    1.42    0.06       1    0.67    0.01       1    0.99    0.01       1    1.14    0.02       1
1110    1.89    0.00       1    0.79    0.00       1    1.21    0.00       1    1.42    0.00       1
1111    1.82    0.02       1    0.50    0.00       1    1.03    0.00       1    1.30    0.00       1
1112    1.87    0.00       1    0.79    0.00       1    1.22    0.00       1    1.48    0.00       1
1113    1.26    0.02       1    0.38    0.00       1    0.65    0.00       1    0.83    0.01       1
1114   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1115    1.83    0.00       1    0.79    0.00       1    1.16    0.00       1    1.40    0.00       1
1116    1.50    0.02       1    0.60    0.00       1    0.88    0.00       1    1.00    0.01       1
1117    1.41    0.01       1    0.48    0.00       1    0.70    0.00       1    0.78    0.01       1
1118    1.26    0.01       1    0.40    0.00       1    0.62    0.00       1    0.74    0.00       1
1119    1.84    0.00       1    0.86    0.00       1    1.32    0.00       1    1.65    0.00       1
1120    1.49    0.02       1    0.61    0.00       1    0.90    0.00       1    1.10    0.01       1
1121    1.60    0.03       1    0.66    0.00       1    0.99    0.00       1    1.08    0.01       1
1122    1.51    0.01       1    0.56    0.00       1    0.88    0.00       1    1.10    0.00       1
1123    1.45    0.03       1    0.49    0.00       1    0.76    0.00       1    0.56    0.01       1
1124    1.47    0.01       1    0.56    0.00       1    0.81    0.00       1    1.04    0.01       1
1125    1.74    0.00       1    0.78    0.00       1    1.20    0.00       1    1.48    0.00       1
1126    1.71    0.01       1    0.77    0.00       1    1.14    0.00       1    1.44    0.00       1
1127    1.68    0.01       1    0.68    0.00       1    1.04    0.00       1    1.30    0.00       1
1128    1.47    0.02       1    0.63    0.00       1    0.90    0.00       1    1.01    0.01       1
1129    1.73    0.00       1    0.68    0.00       1    1.00    0.00       1    1.27    0.00       1
1130    1.46    0.03       1    0.55    0.01       1    0.80    0.00       1    0.90    0.03       1
1131    1.59    0.01       1    0.66    0.00       1    1.00    0.00       1    1.21    0.00       1
1132   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1133    1.43    0.01       1    0.61    0.00       1    0.91    0.00       1    1.08    0.01       1
1134    1.86    0.01       1    0.73    0.00       1    1.11    0.00       1    1.35    0.00       1
1135    1.77    0.01       1    0.73    0.00       1    1.10    0.00       1    1.35    0.00       1
1136    1.83    0.00       1    0.76    0.00       1    1.12    0.00       1    1.38    0.00       1
1137   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1138    1.37    0.01       1    0.39    0.00       1    0.75    0.00       1    0.92    0.00       1
1139    1.34    0.03       1    0.54    0.01       1    0.75    0.01       1    0.94    0.02       1
1140    1.85    0.00       1    0.82    0.00       1    1.25    0.00       1    1.53    0.00       1
1141   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1142    1.42    0.02       1    0.61    0.00       1    0.94    0.00       1    1.15    0.01       1
1143    1.92    0.00       1    0.74    0.00       1    1.16    0.00       1    1.36    0.00       1
1144   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1145    1.45    0.01       1    0.64    0.00       1    0.96    0.00       1    1.11    0.01       1
1146    1.45    0.01       1    0.67    0.00       1    0.97    0.00       1    1.23    0.00       1
1147    1.36    0.00       1    0.68    0.00       1    0.99    0.00       1    1.23    0.00       1
1148    1.39    0.03       1    0.61    0.00       1    0.92    0.00       1    1.07    0.01       1
1149    1.64    0.01       1    0.69    0.00       1    1.04    0.00       1    1.26    0.00       1
1150    1.29    0.00       1    0.39    0.00       1    0.58    0.00       1    0.83    0.00       1
1151   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1152   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1153   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1154   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1155   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1156   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1157   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1158   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1159   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1160   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1161   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1162   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1163   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1164   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1165   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1166   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1167   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1168   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1169   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1170   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1171   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1172   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1173   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1174   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1175   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1176   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1177   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1178   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1179   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1180   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1181   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1182   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1183   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1184   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1185   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1186   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1187   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1188   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1189   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1190   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1191   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1192   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1193   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1194   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1195   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1196   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1197   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1198   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1199   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1200   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1201   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1202   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1203   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1204   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1205   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1206   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1207   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1208   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1209   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1210    1.73    0.00       1    0.77    0.00       1    1.20    0.00       1    1.10    0.01       1
1211   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1212   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1213   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1214   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1215   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1216   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1217   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1218    1.71    0.01       1    0.87    0.00       1    1.25    0.00       1    1.58    0.00       1
1219   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1220   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1221   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1222   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1223   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1224   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1225   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1226   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1227   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1228   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1229   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1230   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1231   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1232   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1233    1.97    0.01       1    0.80    0.00       1    1.15    0.00       1    1.41    0.00       1
1234   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1235   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1236   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1237   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1238   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1239   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1240   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1241   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1242   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1243   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1244   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1245   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1246    1.82    0.01       1    0.84    0.00       1    1.19    0.00       1    1.52    0.00       1
1247    1.72    0.01       1    0.69    0.00       1    1.04    0.00       1    1.26    0.00       1
1248    1.80    0.01       1    0.83    0.00       1    1.17    0.00       1    1.49    0.00       1
1249    1.84    0.01       1    0.74    0.00       1    1.08    0.00       1    1.36    0.00       1
1250    1.46    0.01       1    0.60    0.00       1    0.86    0.00       1    1.16    0.00       1
1251    1.80    0.00       1    0.69    0.00       1    1.02    0.00       1    2.18    0.00       1
1252   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1253    1.91    0.00       1    0.86    0.00       1    1.27    0.00       1    1.50    0.00       1
1254   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1255    1.76    0.01       1    0.80    0.00       1    1.13    0.00       1    1.42    0.00       1
1256    1.81    0.01       1    0.83    0.00       1    1.23    0.00       1    1.61    0.00       1
1257    1.82    0.00       1    0.75    0.00       1    1.15    0.00       1    1.40    0.00       1
1258    1.60    0.02       1    0.70    0.00       1    0.99    0.00       1    1.29    0.01       1
1259    1.82    0.01       1    0.78    0.00       1    1.09    0.01       1    1.46    0.00       1
1260    1.78    0.01       1    0.77    0.00       1    1.12    0.00       1    1.42    0.00       1
1261    2.00    0.01       1    0.85    0.00       1    1.23    0.00       1    1.53    0.00       1
1262    1.98    0.01       1    0.82    0.00       1    1.24    0.00       1    1.57    0.00       1
1263    1.91    0.01       1    0.81    0.00       1    1.16    0.00       1    1.46    0.00       1
1264    1.91    0.48       1    0.81    0.05       1    1.16    0.05       1    1.46    0.12       1
1265    1.76    0.01       1    0.71    0.00       1    1.06    0.00       1    1.30    0.00       1
1266    1.89    0.01       1    0.84    0.00       1    1.23    0.00       1    1.52    0.00       1
1267    1.71    0.03       1    0.73    0.00       1    1.05    0.00       1    1.33    0.01       1
1268    0.88    0.01       1    0.30    0.00       1    0.39    0.00       1    0.58    0.01       1
1269    1.72    0.02       1    0.68    0.00       1    0.96    0.00       1    1.23    0.01       1
1270    1.14    0.01       1    0.42    0.00       1    0.67    0.00       1    0.91    0.01       1
1271    1.97    0.01       1    0.86    0.00       1    1.21    0.00       1    1.53    0.00       1
1272    1.78    0.03       1    0.75    0.00       1    1.08    0.00       1    1.40    0.01       1
1273    1.88    0.02       1    0.79    0.00       1    1.13    0.00       1    1.46    0.01       1
1274    1.93    0.01       1    0.82    0.00       1    1.19    0.00       1    1.54    0.00       1
1275    1.92    0.01       1    0.81    0.00       1    1.18    0.00       1    1.52    0.00       1
1276    1.94    0.02       1    0.79    0.00       1    1.15    0.00       1    1.49    0.00       1
1277    1.87    0.01       1    0.78    0.00       1    1.10    0.00       1    1.44    0.00       1
1278    1.78    0.01       1    0.77    0.00       1    1.11    0.00       1    1.47    0.00       1
1279    1.80    0.01       1    0.78    0.00       1    1.14    0.00       1    1.46    0.00       1
1280    1.78    0.01       1    0.75    0.00       1    1.11    0.00       1    1.39    0.00       1
1281    1.71    0.02       1    0.76    0.00       1    1.06    0.00       1    1.37    0.01       1
1282    1.33    0.02       1    0.57    0.00       1    0.82    0.00       1    1.08    0.01       1
1283    1.95    0.01       1    0.83    0.00       1    1.19    0.00       1    1.51    0.00       1
1284    1.61    0.02       1    0.69    0.00       1    0.97    0.00       1    1.26    0.01       1
1285    1.79    0.02       1    0.87    0.00       1    1.27    0.00       1    1.64    0.00       1
1286    1.40    0.01       1    0.65    0.00       1    0.93    0.00       1    1.26    0.00       1
1287    1.77    0.01       1    0.80    0.00       1    1.13    0.00       1    1.45    0.00       1
1288    1.04    0.10       1    0.73    0.04       1    1.11    0.04       1    1.36    0.12       1
1289    1.78    0.02       1    0.78    0.00       1    1.11    0.00       1    1.45    0.01       1
1290    1.59    0.03       1    0.73    0.00       1    1.05    0.01       1    1.37    0.01       1
1291    1.59    0.03       1    0.73    0.00       1    1.05    0.01       1    1.37    0.01       1
1292    1.95    0.01       1    0.83    0.00       1    1.22    0.00       1    1.57    0.00       1
1293   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1294    1.67    0.02       1    0.72    0.00       1    1.03    0.00       1    1.32    0.01       1
1295    1.82    0.01       1    0.86    0.00       1    1.26    0.00       1    1.61    0.00       1
1296    1.55    0.01       1    0.52    0.00       1    0.73    0.00       1    0.95    0.01       1
1297    1.57    0.01       1    0.60    0.00       1    0.86    0.00       1    1.12    0.01       1
1298    1.93    0.01       1    0.93    0.00       1    1.32    0.00       1    1.61    0.00       1
1299    1.82    0.01       1    0.79    0.00       1    1.16    0.00       1    1.46    0.00       1
1300    1.83    0.01       1    0.76    0.00       1    1.15    0.00       1    1.49    0.00       1
1301    1.88    0.01       1    0.85    0.00       1    1.21    0.00       1    1.54    0.00       1
1302    1.95    0.01       1    0.84    0.00       1    1.21    0.00       1    1.53    0.00       1
1303    1.88    0.01       1    0.84    0.00       1    1.18    0.00       1    1.50    0.00       1
1304    1.96    0.01       1    0.83    0.00       1    1.23    0.00       1    1.56    0.00       1
1305    1.72    0.01       1    0.73    0.00       1    1.04    0.00       1    1.38    0.00       1
1306    1.75    0.01       1    0.77    0.00       1    1.09    0.00       1    1.42    0.00       1
1307    1.80    0.01       1    0.77    0.00       1    1.12    0.00       1    1.41    0.00       1
1308    1.78    0.01       1    0.76    0.00       1    1.10    0.00       1    1.41    0.00       1
1309    1.85    0.01       1    0.77    0.00       1    1.11    0.00       1    1.44    0.00       1
1310    1.84    0.02       1    0.77    0.00       1    1.13    0.00       1    1.44    0.00       1
1311    1.77    0.02       1    0.78    0.00       1    1.11    0.00       1    1.44    0.00       1
1312    1.60    0.01       1    0.84    0.00       1    1.21    0.00       1    1.54    0.00       1
1313    1.77    0.01       1    0.78    0.00       1    1.09    0.00       1    1.43    0.00       1
1314    1.85    0.01       1    0.81    0.00       1    1.20    0.00       1    1.46    0.00       1
1315    1.71    0.03       1    0.72    0.00       1    1.04    0.00       1    1.33    0.01       1
1316    2.01    0.01       1    0.83    0.00       1    1.20    0.00       1    1.55    0.00       1
1317    1.74    0.01       1    0.74    0.00       1    1.08    0.00       1    1.40    0.00       1
1318    1.71    0.02       1    0.73    0.00       1    1.07    0.00       1    1.36    0.00       1
1319    1.87    0.01       1    0.81    0.00       1    1.15    0.00       1    1.47    0.00       1
1320    1.49    0.08       1    0.69    0.01       1    0.99    0.01       1    1.30    0.03       1
1321    1.63    0.01       1    0.70    0.00       1    1.00    0.00       1    1.33    0.00       1
1322    1.86    0.01       1    0.77    0.00       1    1.13    0.00       1    1.40    0.00       1
1323    1.43    0.04       1    0.59    0.01       1    0.85    0.01       1    0.90    0.02       1
1324    1.79    0.01       1    0.79    0.00       1    1.18    0.00       1    1.50    0.00       1
1325    1.57    0.02       1    0.54    0.00       1    0.78    0.00       1    1.05    0.01       1
1326    1.83    0.01       1    0.79    0.00       1    1.15    0.00       1    1.45    0.00       1
1327    1.21    0.06       1    0.37    0.02       1    0.59    0.02       1    0.74    0.05       1
1328    1.72    0.02       1    0.74    0.00       1    1.09    0.00       1    1.40    0.00       1
1329    1.41    0.00       1    0.67    0.00       1    0.98    0.00       1    1.30    0.00       1
1330    1.89    0.01       1    0.81    0.00       1    1.18    0.00       1    1.53    0.00       1
1331   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1332    1.71    0.02       1    0.77    0.00       1    1.11    0.00       1    1.43    0.01       1
1333    1.40    0.05       1    0.68    0.01       1    0.98    0.01       1    1.24    0.02       1
1334    1.90    0.01       1    0.82    0.00       1    1.18    0.00       1    1.49    0.00       1
1335    1.85    0.01       1    0.79    0.00       1    1.16    0.00       1    1.48    0.00       1
1336    1.77    0.02       1    0.76    0.00       1    1.11    0.00       1    1.42    0.00       1
1337    1.79    0.01       1    0.74    0.00       1    1.12    0.00       1    1.43    0.00       1
1338    1.76    0.01       1    0.78    0.00       1    1.12    0.00       1    1.44    0.00       1
1339    1.79    0.02       1    0.77    0.00       1    1.09    0.00       1    1.41    0.01       1
1340    1.92    0.01       1    0.83    0.00       1    1.22    0.00       1    1.59    0.00       1
1341    1.83    0.01       1    0.83    0.00       1    1.21    0.00       1    1.58    0.00       1
1342    2.00    0.01       1    0.84    0.00       1    1.22    0.00       1    1.53    0.00       1
1343    1.75    0.02       1    0.77    0.00       1    1.11    0.00       1    1.43    0.00       1
1344    1.69    0.05       1    0.72    0.01       1    1.04    0.01       1    1.34    0.01       1
1345    1.92    0.01       1    0.81    0.00       1    1.18    0.00       1    1.50    0.00       1
1346    1.88    0.01       1    0.78    0.00       1    1.14    0.00       1    1.43    0.00       1
1347    1.89    0.01       1    0.82    0.00       1    1.21    0.00       1    1.56    0.00       1
1348    1.93    0.01       1    0.80    0.00       1    1.18    0.00       1    1.51    0.00       1
1349    1.83    0.04       1    0.76    0.01       1    1.11    0.01       1    1.43    0.01       1
1350    1.90    0.06       1    0.74    0.01       1    0.71    0.01       1    1.36    0.01       1
1351    1.86    0.02       1    0.88    0.00       1    1.26    0.00       1    1.60    0.00       1
1352    1.86    0.01       1    0.79    0.00       1    1.15    0.00       1    1.44    0.00       1
1353    1.70    0.01       1    0.73    0.00       1    1.07    0.00       1    1.36    0.00       1
1354    1.82    0.01       1    0.78    0.00       1    1.15    0.00       1    1.46    0.00       1
1355    2.04    0.01       1    0.85    0.00       1    1.20    0.00       1    1.51    0.00       1
1356    1.69    0.02       1    0.73    0.00       1    1.05    0.00       1    1.37    0.01       1
1357    1.71    0.01       1    0.76    0.00       1    1.11    0.00       1    1.37    0.00       1
1358    1.85    0.01       1    0.87    0.00       1    1.22    0.00       1    1.52    0.00       1
1359    1.80    0.01       1    0.80    0.00       1    1.16    0.00       1    1.48    0.00       1
1360    1.89    0.02       1    0.81    0.00       1    1.14    0.00       1    1.46    0.01       1
1361    1.80    0.02       1    0.79    0.00       1    1.14    0.00       1    1.44    0.00       1
1362    1.52    0.08       1    0.66    0.01       1    0.96    0.01       1    1.17    0.03       1
1363    1.78    0.02       1    0.76    0.00       1    1.10    0.00       1    1.41    0.01       1
1364   -9.99   -9.99       0    0.68    0.02       1    0.97    0.03       1   -9.99   -9.99       0
1365    1.96    0.02       1    0.82    0.00       1    1.13    0.00       1    1.41    0.01       1
1366    1.91    0.01       1    0.84    0.00       1    1.24    0.00       1    1.54    0.00       1
1367    1.89    0.01       1    0.83    0.00       1    1.19    0.00       1    1.50    0.00       1
1368    4.80    0.01       1    0.73    0.00       1    1.04    0.00       1    0.72    0.00       1
1369    1.71    0.02       1    0.76    0.00       1    1.09    0.00       1    1.40    0.01       1
1370    1.82    0.01       1    0.79    0.00       1    1.16    0.00       1    1.49    0.00       1
1371    2.34    0.02       1    0.83    0.00       1    1.06    0.00       1    1.35    0.00       1
1372    1.79    0.01       1    0.79    0.00       1    1.16    0.00       1    1.48    0.00       1
1373    1.84    0.01       1    0.82    0.00       1    1.20    0.00       1    1.52    0.00       1
1374    1.68    0.03       1    0.74    0.00       1    1.04    0.01       1    1.33    0.01       1
1375    1.89    0.01       1    0.81    0.00       1    1.23    0.00       1    1.55    0.00       1
1376    2.39    0.15       1    0.71    0.01       1    1.04    0.01       1    1.19    0.02       1
1377    1.94    0.13       1    0.86    0.02       1    1.30    0.02       1    1.55    0.03       1
1378    1.88    0.01       1    0.83    0.00       1    1.19    0.00       1    1.53    0.00       1
1379    1.51    0.05       1    0.70    0.01       1    1.04    0.01       1    1.27    0.02       1
1380    1.86    0.03       1    0.79    0.00       1    1.09    0.00       1    1.37    0.01       1
1381    1.77    0.02       1    0.77    0.00       1    1.10    0.00       1    1.42    0.01       1
1382    1.76    0.03       1    0.83    0.00       1    1.15    0.00       1    1.50    0.01       1
1383    1.80    0.01       1    0.80    0.00       1    1.12    0.00       1    1.44    0.00       1
1384   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1385    1.84    0.02       1    0.80    0.00       1    0.78    0.00       1    1.50    0.00       1
1386    1.58    0.13       1    0.65    0.02       1    0.93    0.03       1    1.24    0.05       1
